Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000]
Bolivia,BOL,Male,MAL,Haiti,HTI,0,0,0,0,0
Bolivia,BOL,Male,MAL,Honduras,HND,11,5,6,12,78
Bolivia,BOL,Male,MAL,Jamaica,JAM,0,0,0,0,1
Bolivia,BOL,Male,MAL,Martinique,MTQ,0,0,0,0,0
Bolivia,BOL,Male,MAL,Mexico,MEX,2,5,60,843,810
Bolivia,BOL,Male,MAL,Montserrat,MSR,0,0,0,0,0
Bolivia,BOL,Male,MAL,Netherlands Antilles,ANT,1,0,0,3,5
Bolivia,BOL,Male,MAL,Nicaragua,NIC,11,19,21,22,27
Bolivia,BOL,Male,MAL,Panama,PAN,24,40,85,125,97
Bolivia,BOL,Male,MAL,Paraguay,PRY,121,6,256,393,556
Bolivia,BOL,Male,MAL,Peru,PER,1782,1609,1368,1366,1049
Bolivia,BOL,Male,MAL,Puerto Rico,PRI,0,0,1,5,10
Bolivia,BOL,Male,MAL,St. Kitts and Nevis,KNA,0,0,0,0,0
Bolivia,BOL,Male,MAL,St. Lucia,LCA,0,0,0,0,0
Bolivia,BOL,Male,MAL,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Bolivia,BOL,Male,MAL,Suriname,SUR,11,7,4,6,7
Bolivia,BOL,Male,MAL,Trinidad and Tobago,TTO,2,2,2,1,0
Bolivia,BOL,Male,MAL,Turks and Caicos Islands,TCA,0,0,0,0,0
Bolivia,BOL,Male,MAL,Uruguay,URY,519,0,501,492,158
Bolivia,BOL,Male,MAL,"Venezuela, RB",VEN,608,860,1103,1228,962
Bolivia,BOL,Male,MAL,Virgin Islands (U.S.),VIR,0,0,0,0,0
Bolivia,BOL,Male,MAL,"Virgin Islands, British",VGB,0,0,0,0,0
Bolivia,BOL,Total,TOT,Anguilla,AIA,0,0,0,0,0
Bolivia,BOL,Total,TOT,Antigua and Barbuda,ATG,0,0,0,0,0
Bolivia,BOL,Total,TOT,Argentina,ARG,90166,102092,119671,149439,237213
Bolivia,BOL,Total,TOT,Aruba,ABW,0,0,0,4,9
Bolivia,BOL,Total,TOT,"Bahamas, The",BHS,0,0,1,0,0
Bolivia,BOL,Total,TOT,Barbados,BRB,0,1,2,0,1
Bolivia,BOL,Total,TOT,Belize,BLZ,1,2,2,0,32
Bolivia,BOL,Total,TOT,Bolivia,BOL,0,0,0,0,0
Bolivia,BOL,Total,TOT,Brazil,BRA,9035,10595,12924,15889,20394
Bolivia,BOL,Total,TOT,Cayman Islands,CYM,0,0,0,2,1
Bolivia,BOL,Total,TOT,Chile,CHL,8514,7135,6088,7247,10556
Bolivia,BOL,Total,TOT,Colombia,COL,178,345,481,648,772
Bolivia,BOL,Total,TOT,Costa Rica,CRI,39,56,115,169,277
Bolivia,BOL,Total,TOT,Cuba,CUB,117,106,49,20,0
Bolivia,BOL,Total,TOT,Dominica,DMA,0,0,0,0,0
Bolivia,BOL,Total,TOT,Dominican Republic,DOM,7,107,204,313,443
Bolivia,BOL,Total,TOT,Ecuador,ECU,282,526,818,874,707
Bolivia,BOL,Total,TOT,El Salvador,SLV,9,24,34,42,19
Bolivia,BOL,Total,TOT,Falkland Islands (Malvinas),FLK,2,0,0,0,0
Bolivia,BOL,Total,TOT,French Guiana,GUF,3,11,22,52,79
Bolivia,BOL,Total,TOT,Grenada,GRD,0,0,0,0,0
Bolivia,BOL,Total,TOT,Guadeloupe,GLP,0,0,0,0,0
Bolivia,BOL,Total,TOT,Guatemala,GTM,37,66,66,50,85
Bolivia,BOL,Total,TOT,Guyana,GUY,401,233,23,20,45
Bolivia,BOL,Total,TOT,Haiti,HTI,0,0,0,0,0
Bolivia,BOL,Total,TOT,Honduras,HND,17,8,10,22,107
Bolivia,BOL,Total,TOT,Jamaica,JAM,0,0,0,0,2
Bolivia,BOL,Total,TOT,Martinique,MTQ,0,0,0,0,0
Bolivia,BOL,Total,TOT,Mexico,MEX,3,9,108,1333,1382
Bolivia,BOL,Total,TOT,Montserrat,MSR,0,0,0,0,0
Bolivia,BOL,Total,TOT,Netherlands Antilles,ANT,2,2,2,7,10
Bolivia,BOL,Total,TOT,Nicaragua,NIC,18,30,34,37,44
Bolivia,BOL,Total,TOT,Panama,PAN,42,94,159,216,193
Bolivia,BOL,Total,TOT,Paraguay,PRY,211,14,437,757,1084
Bolivia,BOL,Total,TOT,Peru,PER,4171,3731,3140,3402,2782
Bolivia,BOL,Total,TOT,Puerto Rico,PRI,0,2,2,11,21
Bolivia,BOL,Total,TOT,St. Kitts and Nevis,KNA,0,0,0,0,2
Bolivia,BOL,Total,TOT,St. Lucia,LCA,0,0,0,0,0
Bolivia,BOL,Total,TOT,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Bolivia,BOL,Total,TOT,Suriname,SUR,20,13,9,12,15
Bolivia,BOL,Total,TOT,Trinidad and Tobago,TTO,4,3,3,3,2
Bolivia,BOL,Total,TOT,Turks and Caicos Islands,TCA,0,0,0,0,0
Bolivia,BOL,Total,TOT,Uruguay,URY,1624,1346,971,996,360
Bolivia,BOL,Total,TOT,"Venezuela, RB",VEN,1047,1399,2068,2367,1840
Bolivia,BOL,Total,TOT,Virgin Islands (U.S.),VIR,0,0,0,0,0
Bolivia,BOL,Total,TOT,"Virgin Islands, British",VGB,0,0,0,0,0
Brazil,BRA,Female,FEM,Anguilla,AIA,0,0,0,0,0
Brazil,BRA,Female,FEM,Antigua and Barbuda,ATG,0,0,0,0,0
Brazil,BRA,Female,FEM,Argentina,ARG,25366,23753,23395,20164,21383
Brazil,BRA,Female,FEM,Aruba,ABW,0,0,0,4,9
Brazil,BRA,Female,FEM,"Bahamas, The",BHS,0,15,11,21,24
Brazil,BRA,Female,FEM,Barbados,BRB,0,2,3,1,2
Brazil,BRA,Female,FEM,Belize,BLZ,1,2,2,0,8
Brazil,BRA,Female,FEM,Bolivia,BOL,2373,3112,3718,4075,7101
Brazil,BRA,Female,FEM,Brazil,BRA,0,0,0,0,0
Brazil,BRA,Female,FEM,Cayman Islands,CYM,2,3,10,17,2
Brazil,BRA,Female,FEM,Chile,CHL,305,412,914,2286,3557
Brazil,BRA,Female,FEM,Colombia,COL,900,1029,966,939,1110
Brazil,BRA,Female,FEM,Costa Rica,CRI,21,23,68,115,205
Brazil,BRA,Female,FEM,Cuba,CUB,3,3,1,0,0
Brazil,BRA,Female,FEM,Dominica,DMA,0,0,0,0,0
Brazil,BRA,Female,FEM,Dominican Republic,DOM,7,164,303,460,648
Brazil,BRA,Female,FEM,Ecuador,ECU,115,221,357,548,573
Brazil,BRA,Female,FEM,El Salvador,SLV,27,0,65,115,97
Brazil,BRA,Female,FEM,Falkland Islands (Malvinas),FLK,0,0,0,0,4
Brazil,BRA,Female,FEM,French Guiana,GUF,215,663,1347,3270,5606
Brazil,BRA,Female,FEM,Grenada,GRD,0,0,0,0,0
Brazil,BRA,Female,FEM,Guadeloupe,GLP,0,7,7,13,13
Brazil,BRA,Female,FEM,Guatemala,GTM,45,67,46,40,81
Brazil,BRA,Female,FEM,Guyana,GUY,144,116,47,143,421
Brazil,BRA,Female,FEM,Haiti,HTI,0,0,0,0,0
Brazil,BRA,Female,FEM,Honduras,HND,15,7,10,22,104
Brazil,BRA,Female,FEM,Jamaica,JAM,0,0,0,0,3
Brazil,BRA,Female,FEM,Martinique,MTQ,0,4,2,4,5
Brazil,BRA,Female,FEM,Mexico,MEX,3,301,697,786,1261
Brazil,BRA,Female,FEM,Montserrat,MSR,0,0,0,0,0
Brazil,BRA,Female,FEM,Netherlands Antilles,ANT,2,2,2,11,11
Brazil,BRA,Female,FEM,Nicaragua,NIC,31,53,60,65,78
Brazil,BRA,Female,FEM,Panama,PAN,63,190,258,346,498
Brazil,BRA,Female,FEM,Paraguay,PRY,7715,14392,39399,48680,39429
Brazil,BRA,Female,FEM,Peru,PER,1231,1455,1601,1536,1310
Brazil,BRA,Female,FEM,Puerto Rico,PRI,0,2,3,14,30
Brazil,BRA,Female,FEM,St. Kitts and Nevis,KNA,0,0,0,0,68
Brazil,BRA,Female,FEM,St. Lucia,LCA,0,0,0,0,4
Brazil,BRA,Female,FEM,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Brazil,BRA,Female,FEM,Suriname,SUR,312,417,444,897,1712
Brazil,BRA,Female,FEM,Trinidad and Tobago,TTO,4,4,4,4,2
Brazil,BRA,Female,FEM,Turks and Caicos Islands,TCA,0,0,0,0,0
Brazil,BRA,Female,FEM,Uruguay,URY,12198,17292,7799,7194,7623
Brazil,BRA,Female,FEM,"Venezuela, RB",VEN,824,1039,1680,2248,2440
Brazil,BRA,Female,FEM,Virgin Islands (U.S.),VIR,0,1,1,25,26
Brazil,BRA,Female,FEM,"Virgin Islands, British",VGB,0,0,0,0,0
Brazil,BRA,Male,MAL,Anguilla,AIA,0,0,0,0,0
Brazil,BRA,Male,MAL,Antigua and Barbuda,ATG,0,0,0,0,0
Brazil,BRA,Male,MAL,Argentina,ARG,23924,21473,20303,15603,15040
Brazil,BRA,Male,MAL,Aruba,ABW,0,0,0,5,12
Brazil,BRA,Male,MAL,"Bahamas, The",BHS,0,15,11,17,19
Brazil,BRA,Male,MAL,Barbados,BRB,0,1,2,1,1
Brazil,BRA,Male,MAL,Belize,BLZ,2,2,3,0,0
Brazil,BRA,Male,MAL,Bolivia,BOL,3361,4199,4761,4495,7608
Brazil,BRA,Male,MAL,Brazil,BRA,0,0,0,0,0
Brazil,BRA,Male,MAL,Cayman Islands,CYM,0,0,1,15,1
Brazil,BRA,Male,MAL,Chile,CHL,311,479,874,2025,3320
Brazil,BRA,Male,MAL,Colombia,COL,896,880,745,647,858
Brazil,BRA,Male,MAL,Costa Rica,CRI,22,32,49,103,203
Brazil,BRA,Male,MAL,Cuba,CUB,3,3,2,0,1
Brazil,BRA,Male,MAL,Dominica,DMA,0,0,0,0,0
Brazil,BRA,Male,MAL,Dominican Republic,DOM,11,115,230,360,510
Brazil,BRA,Male,MAL,Ecuador,ECU,117,210,314,414,504
Brazil,BRA,Male,MAL,El Salvador,SLV,15,0,43,72,85
Brazil,BRA,Male,MAL,Falkland Islands (Malvinas),FLK,0,0,0,1,5
Brazil,BRA,Male,MAL,French Guiana,GUF,293,875,1720,3865,5275
Brazil,BRA,Male,MAL,Grenada,GRD,0,0,0,0,0
Brazil,BRA,Male,MAL,Guadeloupe,GLP,0,2,6,13,11
Brazil,BRA,Male,MAL,Guatemala,GTM,20,42,30,42,68
Brazil,BRA,Male,MAL,Guyana,GUY,202,154,58,203,620
Brazil,BRA,Male,MAL,Haiti,HTI,0,0,0,0,0
Brazil,BRA,Male,MAL,Honduras,HND,25,11,13,29,67
Brazil,BRA,Male,MAL,Jamaica,JAM,0,0,0,0,3
Brazil,BRA,Male,MAL,Martinique,MTQ,0,1,2,3,4
Brazil,BRA,Male,MAL,Mexico,MEX,3,276,595,695,1086
Brazil,BRA,Male,MAL,Montserrat,MSR,0,0,0,0,0
Brazil,BRA,Male,MAL,Netherlands Antilles,ANT,3,2,2,7,13
Brazil,BRA,Male,MAL,Nicaragua,NIC,22,35,39,41,49
Brazil,BRA,Male,MAL,Panama,PAN,51,66,181,292,321
Brazil,BRA,Male,MAL,Paraguay,PRY,8264,16140,45104,55582,43558
Brazil,BRA,Male,MAL,Peru,PER,995,1149,1240,1126,866
Brazil,BRA,Male,MAL,Puerto Rico,PRI,0,2,3,13,25
Brazil,BRA,Male,MAL,St. Kitts and Nevis,KNA,0,0,0,0,0
Brazil,BRA,Male,MAL,St. Lucia,LCA,0,0,0,0,3
Brazil,BRA,Male,MAL,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Brazil,BRA,Male,MAL,Suriname,SUR,367,667,778,1641,3205
Brazil,BRA,Male,MAL,Trinidad and Tobago,TTO,6,4,5,4,2
Brazil,BRA,Male,MAL,Turks and Caicos Islands,TCA,0,0,0,0,0
Brazil,BRA,Male,MAL,Uruguay,URY,8672,0,4685,4545,5327
Brazil,BRA,Male,MAL,"Venezuela, RB",VEN,1140,1278,1972,2189,2393
Brazil,BRA,Male,MAL,Virgin Islands (U.S.),VIR,0,0,0,23,18
Brazil,BRA,Male,MAL,"Virgin Islands, British",VGB,0,0,0,0,0
Brazil,BRA,Total,TOT,Anguilla,AIA,0,0,0,0,0
Brazil,BRA,Total,TOT,Antigua and Barbuda,ATG,0,0,0,0,0
Brazil,BRA,Total,TOT,Argentina,ARG,49290,45225,43698,35768,36424
Brazil,BRA,Total,TOT,Aruba,ABW,2,1,1,9,21
Brazil,BRA,Total,TOT,"Bahamas, The",BHS,0,30,22,38,42
Brazil,BRA,Total,TOT,Barbados,BRB,2,3,6,3,3
Brazil,BRA,Total,TOT,Belize,BLZ,3,4,5,0,9
Brazil,BRA,Total,TOT,Bolivia,BOL,5733,7311,8479,8570,14708
Brazil,BRA,Total,TOT,Brazil,BRA,0,0,0,0,0
Brazil,BRA,Total,TOT,Cayman Islands,CYM,2,3,11,31,3
Brazil,BRA,Total,TOT,Chile,CHL,616,891,1788,4311,6877
Brazil,BRA,Total,TOT,Colombia,COL,1796,1909,1711,1586,1968
Brazil,BRA,Total,TOT,Costa Rica,CRI,43,55,117,218,408
Brazil,BRA,Total,TOT,Cuba,CUB,6,6,3,2,2
Brazil,BRA,Total,TOT,Dominica,DMA,0,0,0,0,0
Brazil,BRA,Total,TOT,Dominican Republic,DOM,18,280,533,820,1159
Brazil,BRA,Total,TOT,Ecuador,ECU,232,431,671,963,1077
Brazil,BRA,Total,TOT,El Salvador,SLV,43,1,108,187,182
Brazil,BRA,Total,TOT,Falkland Islands (Malvinas),FLK,1,0,0,1,8
Brazil,BRA,Total,TOT,French Guiana,GUF,508,1538,3067,7135,10881
Brazil,BRA,Total,TOT,Grenada,GRD,0,0,0,0,1
Brazil,BRA,Total,TOT,Guadeloupe,GLP,0,9,13,26,24
Brazil,BRA,Total,TOT,Guatemala,GTM,64,109,76,82,149
Brazil,BRA,Total,TOT,Guyana,GUY,346,270,104,346,1042
Brazil,BRA,Total,TOT,Haiti,HTI,0,0,0,1,2
Brazil,BRA,Total,TOT,Honduras,HND,40,18,23,50,171
Brazil,BRA,Total,TOT,Jamaica,JAM,0,0,2,0,6
Brazil,BRA,Total,TOT,Martinique,MTQ,0,6,4,7,9
Brazil,BRA,Total,TOT,Mexico,MEX,6,578,1291,1481,2347
Brazil,BRA,Total,TOT,Montserrat,MSR,0,0,0,0,0
Brazil,BRA,Total,TOT,Netherlands Antilles,ANT,5,5,4,17,23
Brazil,BRA,Total,TOT,Nicaragua,NIC,52,88,99,106,127
Brazil,BRA,Total,TOT,Panama,PAN,115,256,440,638,819
Brazil,BRA,Total,TOT,Paraguay,PRY,15979,30531,84503,104263,82987
Brazil,BRA,Total,TOT,Peru,PER,2225,2604,2840,2662,2176
Brazil,BRA,Total,TOT,Puerto Rico,PRI,1,4,6,27,55
Brazil,BRA,Total,TOT,St. Kitts and Nevis,KNA,0,0,0,0,69
Brazil,BRA,Total,TOT,St. Lucia,LCA,0,0,0,0,6
Brazil,BRA,Total,TOT,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Brazil,BRA,Total,TOT,Suriname,SUR,679,1084,1222,2539,4917
Brazil,BRA,Total,TOT,Trinidad and Tobago,TTO,10,8,9,7,4
Brazil,BRA,Total,TOT,Turks and Caicos Islands,TCA,0,0,0,0,0
Brazil,BRA,Total,TOT,Uruguay,URY,20870,17292,12483,11739,12950
Brazil,BRA,Total,TOT,"Venezuela, RB",VEN,1963,2317,3653,4437,4834
Brazil,BRA,Total,TOT,Virgin Islands (U.S.),VIR,0,2,2,49,44
Brazil,BRA,Total,TOT,"Virgin Islands, British",VGB,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Anguilla,AIA,0,0,0,1,2
Cayman Islands,CYM,Female,FEM,Antigua and Barbuda,ATG,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Argentina,ARG,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Aruba,ABW,2,2,2,0,1
Cayman Islands,CYM,Female,FEM,"Bahamas, The",BHS,0,19,5,6,7
Cayman Islands,CYM,Female,FEM,Barbados,BRB,8,4,0,0,0
Cayman Islands,CYM,Female,FEM,Belize,BLZ,7,10,11,0,1
Cayman Islands,CYM,Female,FEM,Bolivia,BOL,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Brazil,BRA,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Cayman Islands,CYM,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Chile,CHL,0,0,0,12,0
Cayman Islands,CYM,Female,FEM,Colombia,COL,0,0,0,0,7
Cayman Islands,CYM,Female,FEM,Costa Rica,CRI,0,0,2,1,1
Cayman Islands,CYM,Female,FEM,Cuba,CUB,3,3,2,1,1
Cayman Islands,CYM,Female,FEM,Dominica,DMA,1,0,0,0,0
Cayman Islands,CYM,Female,FEM,Dominican Republic,DOM,7,8,7,7,7
Cayman Islands,CYM,Female,FEM,Ecuador,ECU,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,El Salvador,SLV,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,French Guiana,GUF,0,0,0,2,3
Cayman Islands,CYM,Female,FEM,Grenada,GRD,3,2,0,0,0
Cayman Islands,CYM,Female,FEM,Guadeloupe,GLP,0,1,3,6,6
Cayman Islands,CYM,Female,FEM,Guatemala,GTM,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Guyana,GUY,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Haiti,HTI,0,0,0,0,1
Cayman Islands,CYM,Female,FEM,Honduras,HND,0,0,0,0,33
Cayman Islands,CYM,Female,FEM,Jamaica,JAM,418,18,13,13,5
Cayman Islands,CYM,Female,FEM,Martinique,MTQ,0,0,2,0,0
Cayman Islands,CYM,Female,FEM,Mexico,MEX,1,0,0,0,5
Cayman Islands,CYM,Female,FEM,Montserrat,MSR,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Netherlands Antilles,ANT,5,4,4,5,6
Cayman Islands,CYM,Female,FEM,Nicaragua,NIC,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Panama,PAN,0,0,0,0,2
Cayman Islands,CYM,Female,FEM,Paraguay,PRY,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Peru,PER,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Puerto Rico,PRI,1,3,5,2,43
Cayman Islands,CYM,Female,FEM,St. Kitts and Nevis,KNA,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,St. Lucia,LCA,1,0,0,0,2
Cayman Islands,CYM,Female,FEM,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Suriname,SUR,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Trinidad and Tobago,TTO,67,31,3,2,3
Cayman Islands,CYM,Female,FEM,Turks and Caicos Islands,TCA,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,Uruguay,URY,0,0,0,0,0
Cayman Islands,CYM,Female,FEM,"Venezuela, RB",VEN,0,0,0,0,2
Cayman Islands,CYM,Female,FEM,Virgin Islands (U.S.),VIR,6,12,2,3,7
Cayman Islands,CYM,Female,FEM,"Virgin Islands, British",VGB,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Anguilla,AIA,0,0,0,1,2
Cayman Islands,CYM,Male,MAL,Antigua and Barbuda,ATG,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Argentina,ARG,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Aruba,ABW,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,"Bahamas, The",BHS,1,20,7,4,4
Cayman Islands,CYM,Male,MAL,Barbados,BRB,5,2,0,0,0
Cayman Islands,CYM,Male,MAL,Belize,BLZ,2,3,3,0,1
Cayman Islands,CYM,Male,MAL,Bolivia,BOL,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Brazil,BRA,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Cayman Islands,CYM,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Chile,CHL,0,0,0,5,0
Cayman Islands,CYM,Male,MAL,Colombia,COL,0,0,0,0,7
Cayman Islands,CYM,Male,MAL,Costa Rica,CRI,0,0,2,3,5
Cayman Islands,CYM,Male,MAL,Cuba,CUB,6,6,3,2,3
Cayman Islands,CYM,Male,MAL,Dominica,DMA,1,0,0,0,0
Cayman Islands,CYM,Male,MAL,Dominican Republic,DOM,20,17,14,11,7
Cayman Islands,CYM,Male,MAL,Ecuador,ECU,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,El Salvador,SLV,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,French Guiana,GUF,0,0,0,2,3
Cayman Islands,CYM,Male,MAL,Grenada,GRD,3,2,0,0,0
Cayman Islands,CYM,Male,MAL,Guadeloupe,GLP,0,0,2,6,5
Cayman Islands,CYM,Male,MAL,Guatemala,GTM,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Guyana,GUY,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Haiti,HTI,0,0,0,0,1
Cayman Islands,CYM,Male,MAL,Honduras,HND,0,0,0,0,33
Cayman Islands,CYM,Male,MAL,Jamaica,JAM,239,13,13,12,4
Cayman Islands,CYM,Male,MAL,Martinique,MTQ,0,0,2,0,0
Cayman Islands,CYM,Male,MAL,Mexico,MEX,1,0,0,0,6
Cayman Islands,CYM,Male,MAL,Montserrat,MSR,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Netherlands Antilles,ANT,4,3,2,4,6
Cayman Islands,CYM,Male,MAL,Nicaragua,NIC,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Panama,PAN,0,0,0,0,1
Cayman Islands,CYM,Male,MAL,Paraguay,PRY,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Peru,PER,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Puerto Rico,PRI,0,3,4,2,37
Cayman Islands,CYM,Male,MAL,St. Kitts and Nevis,KNA,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,St. Lucia,LCA,1,0,0,0,2
Cayman Islands,CYM,Male,MAL,St. Vincent and the Grenadines,VCT,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Suriname,SUR,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Trinidad and Tobago,TTO,64,28,3,2,3
Cayman Islands,CYM,Male,MAL,Turks and Caicos Islands,TCA,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Uruguay,URY,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,"Venezuela, RB",VEN,0,0,0,0,0
Cayman Islands,CYM,Male,MAL,Virgin Islands (U.S.),VIR,4,8,2,3,6
Cayman Islands,CYM,Male,MAL,"Virgin Islands, British",VGB,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Anguilla,AIA,0,0,1,2,4
Cayman Islands,CYM,Total,TOT,Antigua and Barbuda,ATG,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Argentina,ARG,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Aruba,ABW,3,3,3,1,2
Cayman Islands,CYM,Total,TOT,"Bahamas, The",BHS,2,39,12,10,11
Cayman Islands,CYM,Total,TOT,Barbados,BRB,13,7,1,1,2
Cayman Islands,CYM,Total,TOT,Belize,BLZ,9,12,14,0,2
Cayman Islands,CYM,Total,TOT,Bolivia,BOL,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Brazil,BRA,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Cayman Islands,CYM,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Chile,CHL,0,0,0,17,0
Cayman Islands,CYM,Total,TOT,Colombia,COL,0,0,0,0,14
Cayman Islands,CYM,Total,TOT,Costa Rica,CRI,0,0,4,5,6
Cayman Islands,CYM,Total,TOT,Cuba,CUB,10,9,5,3,4
Cayman Islands,CYM,Total,TOT,Dominica,DMA,3,2,0,0,0
Cayman Islands,CYM,Total,TOT,Dominican Republic,DOM,28,25,21,18,15
Cayman Islands,CYM,Total,TOT,Ecuador,ECU,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,El Salvador,SLV,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Falkland Islands (Malvinas),FLK,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,French Guiana,GUF,0,0,2,4,6
Cayman Islands,CYM,Total,TOT,Grenada,GRD,6,3,0,0,2
Cayman Islands,CYM,Total,TOT,Guadeloupe,GLP,1,2,5,12,10
Cayman Islands,CYM,Total,TOT,Guatemala,GTM,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Guyana,GUY,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Haiti,HTI,0,1,1,2,2
Cayman Islands,CYM,Total,TOT,Honduras,HND,0,0,0,1,65
Cayman Islands,CYM,Total,TOT,Jamaica,JAM,657,31,27,25,9
Cayman Islands,CYM,Total,TOT,Martinique,MTQ,0,0,3,0,0
Cayman Islands,CYM,Total,TOT,Mexico,MEX,3,0,0,0,11
Cayman Islands,CYM,Total,TOT,Montserrat,MSR,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Netherlands Antilles,ANT,8,7,6,9,12
Cayman Islands,CYM,Total,TOT,Nicaragua,NIC,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Panama,PAN,0,0,0,0,3
Cayman Islands,CYM,Total,TOT,Paraguay,PRY,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Peru,PER,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Puerto Rico,PRI,2,6,9,4,80
Cayman Islands,CYM,Total,TOT,St. Kitts and Nevis,KNA,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,St. Lucia,LCA,3,2,0,1,4
Cayman Islands,CYM,Total,TOT,St. Vincent and the Grenadines,VCT,0,0,0,0,2
Cayman Islands,CYM,Total,TOT,Suriname,SUR,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,Trinidad and Tobago,TTO,131,59,5,4,6
Cayman Islands,CYM,Total,TOT,Turks and Caicos Islands,TCA,0,0,1,0,0
Cayman Islands,CYM,Total,TOT,Uruguay,URY,0,0,0,0,0
Cayman Islands,CYM,Total,TOT,"Venezuela, RB",VEN,0,0,0,0,2
Cayman Islands,CYM,Total,TOT,Virgin Islands (U.S.),VIR,10,20,4,6,13
Cayman Islands,CYM,Total,TOT,"Virgin Islands, British",VGB,0,0,0,0,0
Chile,CHL,Female,FEM,Anguilla,AIA,0,0,0,0,0
Chile,CHL,Female,FEM,Antigua and Barbuda,ATG,1,2,1,0,2
Chile,CHL,Female,FEM,Argentina,ARG,47445,72346,100822,107937,112616
Chile,CHL,Female,FEM,Aruba,ABW,3,3,3,16,35
Chile,CHL,Female,FEM,"Bahamas, The",BHS,0,11,8,4,5
Chile,CHL,Female,FEM,Barbados,BRB,3,8,13,5,6
Chile,CHL,Female,FEM,Belize,BLZ,3,4,5,0,5
Chile,CHL,Female,FEM,Bolivia,BOL,2627,3042,3373,2128,2070
Chile,CHL,Female,FEM,Brazil,BRA,705,916,7964,9243,6900
Chile,CHL,Female,FEM,Cayman Islands,CYM,0,0,0,0,3
Chile,CHL,Female,FEM,Chile,CHL,0,0,0,0,0
Chile,CHL,Female,FEM,Colombia,COL,417,622,737,885,812
Chile,CHL,Female,FEM,Costa Rica,CRI,46,226,385,460,632
Chile,CHL,Female,FEM,Cuba,CUB,13,11,25,32,46
